A_2-1,-2.4406042583912617
A_2-2,-1.1613058089746113
A_2-3,-4.572664443484758
A_2-4,-5.5670214598635415
A_2-5,-4.559187125006102
A_2-6,-3.7778751200246727
A_2-7,-3.6013663783151544
A_2-8,-4.4679770173460405
A_2-9,-3.318291420334589
A_2-10,-4.042889334547899
A_2-11,-7.039451695044378
A_2-12,-4.894232890724786
A_2-13,-8.71170834013983
A_2-14,-0.19929279550072684
A_2-15,-2.5233857497747105
A_2-16,-8.702416891928461
A_2-17,-6.893440408329954
A_2-18,-6.282947144523616
A_2-19,-17.006110307282707
A_2-20,-13.53065240715086
A_2-21,-14.570924770667043
A_2-22,-8.547080660022646
A_3-1,-2.4788630051272937
A_3-2,-0.3218493879970698
A_4-1,-2.4351598845270273
A_4-2,-2.668496294122907
A_4-3,-2.5965469520468094
A_4-4,-0.3257410958006071
A_5-1,-5.919870905696575
A_5-2,-5.528520129130523
A_5-3,-3.4692686517968365
A_5-4,-7.740040604187639
A_5-5,-8.575321085446683
A_5-6,-4.903524855635356
A_5-7,-1.2129790468185566
A_5-8,-4.553773188113839
A_5-9,-4.281484105436098
A_5-10,-6.761771024259125
A_5-11,-7.301894965548256
A_5-12,-5.031380268051971
A_5-13,-4.8765968199415015
A_5-14,-6.324601020214106
A_5-15,-5.197752877027217
A_5-16,-5.962353125193798
A_6-1,-5.880766037332597
A_6-2,-5.399644685958938
A_6-3,-6.069217655353882
A_6-4,-8.549926017330877
A_6-5,-3.90784498757781
A_6-6,-8.014782624546502
A_6-7,-10.419271121082565
A_6-8,-12.199862504707937
A_6-9,-2.714044426307162
A_6-10,-2.7734956751969935
A_6-11,-1.870533943361552
A_6-12,-0.2541727647541195
A_6-13,-2.4253033880674555
A_6-14,-2.069552362525475
A_6-15,-0.4935244555480492
A_6-16,-0.03567457825824802
A_6-17,2.02542321935587
A_8-1,-3.5547928903840367
A_8-2,-5.057528671519312
A_8-3,-6.5471064966504
A_8-4,-1.7204134076533961
A_8-5,-3.3119698082603017
A_8-6,-9.051262837926913
A_8-7,-7.748238145779781
A_8-8,-0.20211139236340267
A_8-9,-3.6870480329355635
A_8-10,-6.906886909895451
A_8-11,-1.9440427194319365
A_8-12,0.22548256310657802
A_8-13,0.25004089938244733
A_8-14,-1.4568041121847803
A_8-15,-1.7555793918721756
A_8-16,-4.9658646875554115
A_8-17,-10.358298097682326
A_8-18,-8.939601359730386
A_8-19,-8.322744276632697
A_8-20,-8.538116420498458
A_8-21,-4.032711335017814
A_8-22,-6.280622330611334
A_8-23,-5.158912458903285
A_8-24,-4.1776458165873445
A_8-25,-1.6666400029487127
A_8-26,-1.2702553929627862
A_8-27,-2.847511121086531
A_8-28,-4.527103750489919
A_8-29,-5.7053161994145745
A_9-1,-2.7657589445276773
A_9-2,-2.857006457881428
A_9-3,-6.057543288050236
A_9-4,-9.198525324096442
A_9-5,-2.652179704450414
A_9-6,-0.30783270996869777
A_9-7,-0.7795751987356028
A_9-8,-1.520164915464736
A_9-9,-3.046327914827459
A_9-10,-1.1834275885484102
A_9-11,-4.742739563714858
A_9-12,-5.464177923803986
A_9-13,-4.548131178102246
A_9-14,-4.409589801879206
A_9-15,-4.65135249822262
A_9-16,-8.743761616090561
A_9-17,-4.4537274377597855
A_9-18,-6.320905865698676
A_9-19,-8.905551748180455
A_9-20,-4.8415392357454925
A_9-21,-7.264054162045969
A_9-22,-4.082404483082262
A_9-23,-2.940552011348577
A_9-24,-5.499897554424569
A_9-25,-3.530292698769894
A_9-26,-2.2781830346241208
A_9-27,-3.3922921748468005
A_9-28,-9.16313722964808
A_9-29,-5.052638783608249
A_9-30,-3.876497940679379
A_9-31,-6.231247596577736
A_9-32,-9.003365766147365
A_10-1,-3.0233028226576084
A_10-2,-0.6130866844381373
A_10-3,0.2218908442367192
A_10-4,-7.938718022493625
A_10-5,-1.2575823475092927
A_10-6,0.39745261906964185
A_10-7,-0.050253680445291105
B_1-1,0.18021740446835727
B_1-2,-2.0589631477776793
B_1-3,-1.0561722661517154
B_1-4,-5.536880715630222
B_1-5,-7.242683406965523
B_1-6,-7.562859944538431
B_1-7,-9.000375789526158
B_1-8,-2.291627766334158
B_1-9,-2.37957622922847
B_1-10,-6.653581610700286
B_1-11,-3.364133846506403
B_1-12,-2.0724548316048352
B_1-13,-3.5066997972181584
B_1-14,-7.92738068813621
B_1-15,-9.943797362547794
B_1-16,-5.277533722079764
